UserID, Technique, M_FACTOR, TRAVEL_PATH_LENGHT(2/4), PARAF_POSITION(0-5), HEAD, TAIL, PARAF_X, PARAF_Y, PARAF_Z, _TIME,  _R_HEAD_X, _R_HEAD_Y, _R_HEAD_Z, _V_HEAD_X, _V_HEAD_Y, _V_HEAD_Z, _CUR_M_FACTOR, _CUR_ANGLE_ERROR, _CUR_POS_ERROR
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.564,0.125,1.210,-0.055,0.125,1.210,-0.055,1.000,0.537,7.210,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.572,0.125,1.210,-0.055,0.125,1.210,-0.055,1.000,0.537,7.166,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.579,0.125,1.210,-0.055,0.125,1.210,-0.055,1.000,0.537,7.130,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.588,0.125,1.210,-0.055,0.125,1.210,-0.055,1.000,0.538,7.115,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.596,0.126,1.210,-0.056,0.126,1.210,-0.056,1.000,0.538,7.108,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.605,0.126,1.210,-0.056,0.126,1.210,-0.056,1.000,0.538,7.124,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.615,0.126,1.210,-0.056,0.126,1.210,-0.056,1.000,0.538,7.149,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.622,0.126,1.210,-0.056,0.126,1.210,-0.056,1.000,0.538,7.202,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.631,0.127,1.210,-0.056,0.127,1.210,-0.056,1.000,0.539,7.251,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.638,0.127,1.210,-0.056,0.127,1.210,-0.056,1.000,0.539,7.333,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.647,0.127,1.210,-0.057,0.127,1.210,-0.057,1.000,0.539,7.427,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.655,0.127,1.210,-0.057,0.127,1.210,-0.057,1.000,0.539,7.521,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.666,0.127,1.209,-0.057,0.127,1.209,-0.057,1.000,0.539,7.640,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.672,0.127,1.209,-0.057,0.127,1.209,-0.057,1.000,0.539,7.763,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.681,0.127,1.209,-0.057,0.127,1.209,-0.057,1.000,0.539,7.893,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.689,0.127,1.209,-0.057,0.127,1.209,-0.057,1.000,0.540,8.024,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.697,0.127,1.209,-0.058,0.127,1.209,-0.058,1.000,0.540,8.146,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.705,0.127,1.209,-0.058,0.127,1.209,-0.058,1.000,0.540,8.271,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.713,0.127,1.209,-0.058,0.127,1.209,-0.058,1.000,0.540,8.392,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.722,0.127,1.209,-0.058,0.127,1.209,-0.058,1.000,0.540,8.510,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.731,0.127,1.209,-0.058,0.127,1.209,-0.058,1.000,0.540,8.610,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.739,0.128,1.209,-0.058,0.128,1.209,-0.058,1.000,0.540,8.683,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.747,0.128,1.209,-0.058,0.128,1.209,-0.058,1.000,0.540,8.751,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.756,0.128,1.209,-0.058,0.128,1.209,-0.058,1.000,0.540,8.796,
100,HOMOGENEOUS,M_NONE,4,5,TIGHT,COARSE,0.000,1.244,0.864,80.763,0.128,1.209,-0.059,0.128,1.209,-0.059,1.000,0.541,8.825,
