UserID, Technique, M_FACTOR, TRAVEL_PATH_LENGHT(2/4), PARAF_POSITION(0-5), HEAD, TAIL, PARAF_X, PARAF_Y, PARAF_Z, _TIME,  _R_HEAD_X, _R_HEAD_Y, _R_HEAD_Z, _V_HEAD_X, _V_HEAD_Y, _V_HEAD_Z, _CUR_M_FACTOR, _CUR_ANGLE_ERROR, _CUR_POS_ERROR
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.278,-0.061,1.488,0.573,-0.048,1.488,7.706,0.752,0.528,22.350,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.286,-0.061,1.488,0.574,-0.048,1.488,7.707,0.758,0.528,22.628,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.294,-0.060,1.487,0.578,-0.047,1.487,7.709,0.755,0.529,23.086,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.301,-0.059,1.487,0.579,-0.047,1.487,7.710,0.765,0.529,23.200,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.308,-0.059,1.486,0.579,-0.047,1.486,7.710,1.250,0.529,23.150,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.315,-0.059,1.486,0.580,-0.047,1.486,7.711,0.752,0.529,23.194,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.322,-0.059,1.486,0.580,-0.046,1.486,7.711,0.750,0.529,23.239,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.329,-0.058,1.486,0.581,-0.046,1.486,7.712,0.750,0.530,23.314,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.338,-0.058,1.485,0.582,-0.046,1.485,7.713,0.752,0.530,23.426,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.346,-0.058,1.485,0.583,-0.045,1.485,7.714,0.751,0.530,23.578,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.356,-0.057,1.485,0.584,-0.045,1.485,7.714,0.750,0.530,23.700,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.364,-0.057,1.485,0.586,-0.045,1.485,7.715,0.753,0.531,23.924,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.373,-0.057,1.485,0.587,-0.045,1.485,7.716,0.751,0.531,24.082,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.389,-0.056,1.484,0.588,-0.044,1.484,7.717,0.750,0.531,24.210,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.397,-0.056,1.484,0.588,-0.044,1.484,7.717,0.752,0.531,24.293,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.406,-0.056,1.484,0.589,-0.044,1.484,7.717,0.767,0.531,24.200,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.414,-0.055,1.483,0.591,-0.043,1.483,7.719,0.751,0.531,24.314,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.422,-0.055,1.483,0.590,-0.043,1.483,7.718,1.246,0.531,24.079,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.429,-0.055,1.483,0.590,-0.043,1.483,7.718,0.856,0.531,24.037,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.437,-0.054,1.483,0.590,-0.043,1.483,7.718,0.947,0.531,23.954,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.445,-0.054,1.483,0.590,-0.043,1.483,7.718,1.088,0.531,23.821,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.454,-0.054,1.483,0.590,-0.042,1.483,7.718,1.014,0.531,23.693,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.462,-0.054,1.483,0.590,-0.042,1.483,7.718,1.098,0.531,23.513,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.470,-0.054,1.483,0.589,-0.042,1.483,7.717,1.166,0.531,23.237,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.479,-0.053,1.483,0.589,-0.042,1.483,7.716,1.208,0.531,22.884,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.487,-0.053,1.484,0.588,-0.042,1.484,7.716,1.194,0.530,22.606,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.496,-0.053,1.484,0.587,-0.041,1.484,7.715,1.199,0.530,22.311,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.503,-0.053,1.484,0.587,-0.041,1.484,7.714,1.181,0.530,22.105,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.512,-0.053,1.485,0.586,-0.041,1.485,7.713,1.209,0.530,21.935,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.520,-0.053,1.485,0.585,-0.041,1.485,7.713,1.204,0.530,21.821,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.528,-0.052,1.485,0.585,-0.041,1.485,7.712,1.188,0.530,21.715,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.542,-0.052,1.486,0.584,-0.041,1.486,7.711,1.207,0.530,21.593,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.548,-0.052,1.486,0.583,-0.040,1.486,7.710,1.197,0.530,21.437,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.554,-0.052,1.487,0.583,-0.040,1.487,7.709,1.193,0.529,21.196,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.562,-0.052,1.487,0.582,-0.040,1.487,7.708,1.216,0.529,20.890,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.571,-0.052,1.488,0.581,-0.040,1.488,7.707,1.216,0.529,20.370,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.579,-0.052,1.488,0.579,-0.040,1.488,7.705,1.228,0.528,19.770,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.588,-0.052,1.488,0.578,-0.040,1.488,7.704,1.234,0.527,19.185,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.595,-0.052,1.488,0.577,-0.040,1.488,7.702,1.224,0.527,18.540,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.605,-0.052,1.488,0.575,-0.040,1.488,7.700,1.235,0.525,17.691,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.612,-0.052,1.488,0.574,-0.040,1.488,7.698,1.268,0.525,17.042,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.621,-0.052,1.488,0.572,-0.040,1.488,7.697,1.281,0.524,16.344,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.629,-0.052,1.488,0.571,-0.040,1.488,7.695,1.318,0.523,15.622,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.637,-0.052,1.488,0.570,-0.040,1.488,7.693,1.354,0.522,14.829,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.645,-0.052,1.488,0.568,-0.040,1.488,7.691,1.371,0.520,13.927,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.653,-0.052,1.488,0.566,-0.040,1.488,7.688,1.412,0.519,12.749,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.662,-0.052,1.487,0.564,-0.040,1.487,7.685,1.454,0.517,11.660,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.671,-0.052,1.487,0.563,-0.040,1.487,7.683,1.498,0.515,10.621,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.679,-0.052,1.486,0.561,-0.040,1.486,7.680,1.543,0.513,9.551,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.691,-0.052,1.486,0.559,-0.040,1.486,7.677,1.591,0.511,8.719,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.699,-0.052,1.485,0.557,-0.040,1.485,7.674,1.636,0.510,7.914,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.705,-0.052,1.485,0.556,-0.040,1.485,7.672,1.656,0.508,7.133,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.712,-0.052,1.485,0.554,-0.040,1.485,7.669,1.705,0.506,6.321,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.720,-0.051,1.484,0.553,-0.039,1.484,7.666,1.750,0.504,5.372,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.729,-0.051,1.483,0.551,-0.039,1.483,7.663,1.791,0.502,4.370,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.737,-0.051,1.483,0.549,-0.038,1.483,7.660,1.839,0.500,3.589,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.745,-0.050,1.483,0.548,-0.038,1.483,7.657,1.852,0.499,2.910,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.754,-0.050,1.483,0.546,-0.037,1.483,7.655,1.890,0.497,2.296,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.762,-0.049,1.483,0.545,-0.036,1.483,7.653,1.851,0.497,1.839,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.770,-0.049,1.483,0.544,-0.034,1.483,7.650,1.902,0.496,1.451,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.779,-0.048,1.483,0.543,-0.033,1.483,7.648,1.884,0.495,1.474,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.788,-0.047,1.483,0.541,-0.031,1.483,7.645,1.965,0.494,1.749,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.796,-0.047,1.483,0.540,-0.030,1.483,7.642,2.054,0.492,2.185,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.804,-0.046,1.483,0.537,-0.029,1.483,7.637,2.132,0.490,3.072,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.812,-0.045,1.483,0.535,-0.028,1.483,7.632,2.210,0.488,4.038,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.821,-0.045,1.483,0.532,-0.027,1.483,7.626,2.298,0.485,5.130,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.830,-0.045,1.482,0.530,-0.026,1.482,7.620,2.386,0.483,6.209,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.842,-0.045,1.482,0.527,-0.026,1.482,7.613,2.480,0.480,7.272,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.850,-0.044,1.482,0.525,-0.025,1.482,7.607,2.577,0.477,8.206,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.857,-0.044,1.483,0.522,-0.025,1.483,7.600,2.724,0.475,9.070,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.864,-0.044,1.483,0.520,-0.025,1.483,7.594,2.828,0.472,9.783,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.871,-0.045,1.483,0.518,-0.026,1.483,7.587,2.938,0.470,10.418,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.880,-0.045,1.484,0.515,-0.026,1.484,7.580,3.047,0.468,11.088,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.887,-0.045,1.484,0.513,-0.027,1.484,7.572,3.162,0.465,11.511,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.896,-0.046,1.485,0.511,-0.029,1.485,7.564,3.292,0.463,12.016,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.904,-0.046,1.486,0.508,-0.031,1.486,7.556,3.413,0.461,12.437,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.913,-0.047,1.487,0.506,-0.034,1.487,7.548,3.553,0.459,12.427,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.922,-0.048,1.488,0.504,-0.036,1.488,7.540,3.714,0.458,12.723,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.930,-0.049,1.489,0.502,-0.040,1.489,7.533,3.851,0.457,12.459,
4,NAVIFIELD,M_8,2,5,TIGHT,COARSE,0.000,1.244,7.864,111.937,-0.050,1.491,0.500,-0.044,1.491,7.527,3.982,0.456,12.200,
