UserID, Technique, M_FACTOR, TRAVEL_PATH_LENGHT(2/4), PARAF_POSITION(0-5), HEAD, TAIL, PARAF_X, PARAF_Y, PARAF_Z, _TIME,  _R_HEAD_X, _R_HEAD_Y, _R_HEAD_Z, _V_HEAD_X, _V_HEAD_Y, _V_HEAD_Z, _CUR_M_FACTOR, _CUR_ANGLE_ERROR, _CUR_POS_ERROR
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.256,0.805,1.619,0.468,6.749,1.619,3.824,8.000,0.463,4.107,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.265,0.807,1.619,0.470,6.762,1.619,3.838,8.000,0.456,4.073,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.273,0.809,1.618,0.472,6.775,1.618,3.851,8.000,0.449,4.076,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.280,0.810,1.618,0.473,6.787,1.618,3.864,8.000,0.443,4.194,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.289,0.811,1.617,0.475,6.798,1.617,3.877,8.000,0.437,4.346,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.297,0.813,1.616,0.476,6.809,1.616,3.889,8.000,0.433,4.504,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.306,0.814,1.616,0.478,6.820,1.616,3.901,8.000,0.429,4.712,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.314,0.815,1.615,0.479,6.830,1.615,3.911,8.000,0.426,4.880,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.322,0.817,1.615,0.480,6.839,1.615,3.922,8.000,0.424,5.069,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.331,0.818,1.614,0.482,6.848,1.614,3.931,8.000,0.422,5.236,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.339,0.819,1.614,0.483,6.857,1.614,3.940,8.000,0.420,5.426,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.351,0.820,1.613,0.484,6.864,1.613,3.947,8.000,0.419,5.544,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.356,0.820,1.613,0.484,6.871,1.613,3.953,8.000,0.418,5.632,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.364,0.821,1.613,0.485,6.877,1.613,3.960,8.000,0.418,5.786,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.372,0.822,1.612,0.486,6.881,1.612,3.966,8.000,0.418,5.847,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.381,0.822,1.612,0.487,6.885,1.612,3.971,8.000,0.418,5.925,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.389,0.823,1.612,0.487,6.888,1.612,3.977,8.000,0.418,6.046,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.398,0.823,1.612,0.488,6.889,1.612,3.982,8.000,0.419,6.112,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.406,0.823,1.612,0.488,6.890,1.612,3.986,8.000,0.419,6.197,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.414,0.823,1.612,0.489,6.891,1.612,3.991,8.000,0.420,6.368,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.423,0.823,1.612,0.489,6.889,1.612,3.994,8.000,0.421,6.521,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.431,0.823,1.612,0.490,6.889,1.612,3.998,8.000,0.422,6.727,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.440,0.822,1.612,0.490,6.886,1.612,4.001,8.000,0.424,6.927,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.448,0.822,1.612,0.491,6.885,1.612,4.003,8.000,0.425,7.140,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.456,0.822,1.613,0.491,6.882,1.613,4.005,8.000,0.426,7.325,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.465,0.821,1.613,0.491,6.878,1.613,4.005,8.000,0.427,7.424,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.473,0.821,1.614,0.491,6.873,1.614,4.005,8.000,0.428,7.454,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.481,0.820,1.614,0.491,6.870,1.614,4.004,8.000,0.429,7.456,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.489,0.820,1.615,0.491,6.865,1.615,4.003,8.000,0.430,7.399,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.500,0.819,1.615,0.490,6.861,1.615,4.000,8.000,0.430,7.231,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.506,0.819,1.615,0.490,6.856,1.615,3.998,8.000,0.431,7.065,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.515,0.818,1.616,0.490,6.852,1.616,3.996,8.000,0.432,6.940,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.523,0.818,1.616,0.489,6.847,1.616,3.993,8.000,0.433,6.789,
0,HOMOGENEOUS,M_8,4,4,COARSE,TIGHT,7.286,1.395,4.207,897.531,0.817,1.617,0.489,6.843,1.617,3.990,8.000,0.433,6.638,
