UserID, Technique, M_FACTOR, TRAVEL_PATH_LENGHT(2/4), PARAF_POSITION(0-5), HEAD, TAIL, PARAF_X, PARAF_Y, PARAF_Z, _TIME,  _R_HEAD_X, _R_HEAD_Y, _R_HEAD_Z, _V_HEAD_X, _V_HEAD_Y, _V_HEAD_Z, _CUR_M_FACTOR, _CUR_ANGLE_ERROR, _CUR_POS_ERROR
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.290,0.016,1.657,-0.016,0.016,1.657,-0.016,1.000,0.976,10.228,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.299,0.016,1.657,-0.016,0.016,1.657,-0.016,1.000,0.976,10.238,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.307,0.016,1.657,-0.016,0.016,1.657,-0.016,1.000,0.976,10.240,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.316,0.015,1.657,-0.016,0.015,1.657,-0.016,1.000,0.975,10.261,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.324,0.015,1.657,-0.016,0.015,1.657,-0.016,1.000,0.975,10.266,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.333,0.015,1.657,-0.016,0.015,1.657,-0.016,1.000,0.975,10.272,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.341,0.015,1.657,-0.016,0.015,1.657,-0.016,1.000,0.975,10.268,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.349,0.015,1.657,-0.016,0.015,1.657,-0.016,1.000,0.975,10.268,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.358,0.015,1.657,-0.015,0.015,1.657,-0.015,1.000,0.975,10.250,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.366,0.015,1.657,-0.015,0.015,1.657,-0.015,1.000,0.975,10.233,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.375,0.015,1.657,-0.015,0.015,1.657,-0.015,1.000,0.975,10.210,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.383,0.015,1.657,-0.015,0.015,1.657,-0.015,1.000,0.975,10.189,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.391,0.015,1.657,-0.015,0.015,1.657,-0.015,1.000,0.974,10.167,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.400,0.015,1.657,-0.015,0.015,1.657,-0.015,1.000,0.974,10.159,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.408,0.015,1.657,-0.015,0.015,1.657,-0.015,1.000,0.974,10.146,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.416,0.015,1.657,-0.014,0.015,1.657,-0.014,1.000,0.974,10.129,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.425,0.015,1.656,-0.014,0.015,1.656,-0.014,1.000,0.974,10.113,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.433,0.015,1.656,-0.014,0.015,1.656,-0.014,1.000,0.974,10.066,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.441,0.015,1.656,-0.014,0.015,1.656,-0.014,1.000,0.973,10.016,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.450,0.015,1.656,-0.014,0.015,1.656,-0.014,1.000,0.973,9.937,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.458,0.015,1.656,-0.013,0.015,1.656,-0.013,1.000,0.973,9.869,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.466,0.014,1.656,-0.013,0.014,1.656,-0.013,1.000,0.973,9.767,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.475,0.014,1.656,-0.013,0.014,1.656,-0.013,1.000,0.973,9.667,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.483,0.014,1.656,-0.013,0.014,1.656,-0.013,1.000,0.972,9.513,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.491,0.014,1.655,-0.013,0.014,1.655,-0.013,1.000,0.972,9.357,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.500,0.014,1.655,-0.013,0.014,1.655,-0.013,1.000,0.972,9.217,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.508,0.013,1.655,-0.012,0.013,1.655,-0.012,1.000,0.972,8.969,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.516,0.013,1.654,-0.012,0.013,1.654,-0.012,1.000,0.971,8.755,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.525,0.012,1.654,-0.012,0.012,1.654,-0.012,1.000,0.971,8.515,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.533,0.012,1.653,-0.011,0.012,1.653,-0.011,1.000,0.970,8.240,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.542,0.011,1.653,-0.011,0.011,1.653,-0.011,1.000,0.970,7.996,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.550,0.010,1.652,-0.011,0.010,1.652,-0.011,1.000,0.969,7.755,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.558,0.010,1.651,-0.010,0.010,1.651,-0.010,1.000,0.969,7.531,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.567,0.009,1.650,-0.010,0.009,1.650,-0.010,1.000,0.968,7.298,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.575,0.008,1.649,-0.010,0.008,1.649,-0.010,1.000,0.967,7.109,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.583,0.007,1.648,-0.009,0.007,1.648,-0.009,1.000,0.966,6.995,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.592,0.006,1.646,-0.009,0.006,1.646,-0.009,1.000,0.966,6.969,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.600,0.006,1.645,-0.008,0.006,1.645,-0.008,1.000,0.965,7.089,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.609,0.005,1.643,-0.008,0.005,1.643,-0.008,1.000,0.964,7.364,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.617,0.004,1.642,-0.008,0.004,1.642,-0.008,1.000,0.963,7.730,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.625,0.004,1.640,-0.007,0.004,1.640,-0.007,1.000,0.962,8.304,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.633,0.003,1.639,-0.006,0.003,1.639,-0.006,1.000,0.961,8.966,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.642,0.002,1.637,-0.006,0.002,1.637,-0.006,1.000,0.959,9.677,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.650,0.002,1.635,-0.005,0.002,1.635,-0.005,1.000,0.958,10.490,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.658,0.001,1.634,-0.005,0.001,1.634,-0.005,1.000,0.957,11.285,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.667,0.000,1.632,-0.004,0.000,1.632,-0.004,1.000,0.956,12.098,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.675,0.000,1.630,-0.003,0.000,1.630,-0.003,1.000,0.954,12.957,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.683,-0.001,1.628,-0.003,-0.001,1.628,-0.003,1.000,0.953,13.829,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.692,-0.001,1.627,-0.002,-0.001,1.627,-0.002,1.000,0.952,14.745,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.700,-0.002,1.625,-0.001,-0.002,1.625,-0.001,1.000,0.951,15.712,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.708,-0.002,1.623,-0.001,-0.002,1.623,-0.001,1.000,0.950,16.628,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.717,-0.003,1.621,0.000,-0.003,1.621,0.000,1.000,0.948,17.704,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.725,-0.003,1.619,0.000,-0.003,1.619,0.000,1.000,0.947,18.729,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.734,-0.003,1.617,0.001,-0.003,1.617,0.001,1.000,0.946,19.746,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.742,-0.004,1.615,0.001,-0.004,1.615,0.001,1.000,0.945,20.739,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.750,-0.004,1.613,0.002,-0.004,1.613,0.002,1.000,0.944,21.711,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.758,-0.005,1.611,0.002,-0.005,1.611,0.002,1.000,0.943,22.672,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.767,-0.005,1.610,0.003,-0.005,1.610,0.003,1.000,0.942,23.597,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.775,-0.006,1.608,0.003,-0.006,1.608,0.003,1.000,0.940,24.513,
100,HOMOGENEOUS,M_NONE,4,4,TIGHT,COARSE,0.000,1.440,1.320,43.783,-0.006,1.606,0.004,-0.006,1.606,0.004,1.000,0.939,25.391,
