UserID, Technique, M_FACTOR, M_FACTOR_applied, PATH_LENGTH, PATH_ID, FLAG1, FLAG2, FLAG3, FLAG4, FLAG5, RANDOM_F_OFFSET, _CUR_FLAG ,_TIME,  _R_HEAD_X, _R_HEAD_Y, _R_HEAD_Z, _V_HEAD_X, _V_HEAD_Y, _V_HEAD_Z, _CUR_M_FACTOR, _CUR_DEVIATION
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.007,-0.294,1.403,0.232,-1.469,1.403,0.862,0.786,0.001
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.015,-0.296,1.404,0.234,-1.470,1.404,0.864,0.794,0.001
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.023,-0.297,1.406,0.235,-1.471,1.406,0.865,0.794,0.001
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.030,-0.298,1.408,0.237,-1.473,1.408,0.866,0.784,0.002
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.038,-0.300,1.410,0.238,-1.474,1.410,0.867,0.784,0.002
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.046,-0.302,1.412,0.240,-1.475,1.412,0.868,0.784,0.003
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.055,-0.303,1.414,0.241,-1.476,1.414,0.869,0.786,0.003
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.063,-0.305,1.416,0.243,-1.477,1.416,0.871,0.787,0.004
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.070,-0.306,1.418,0.244,-1.479,1.418,0.872,0.787,0.004
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.080,-0.307,1.420,0.245,-1.480,1.420,0.873,0.789,0.005
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.087,-0.308,1.421,0.246,-1.481,1.421,0.874,0.787,0.005
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.097,-0.310,1.423,0.248,-1.482,1.423,0.875,0.789,0.006
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.105,-0.311,1.424,0.249,-1.482,1.424,0.876,0.795,0.006
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.113,-0.312,1.425,0.250,-1.483,1.425,0.877,0.790,0.007
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.121,-0.313,1.426,0.251,-1.484,1.426,0.877,0.791,0.007
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.129,-0.314,1.427,0.252,-1.485,1.427,0.878,0.790,0.007
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.137,-0.315,1.427,0.253,-1.486,1.427,0.879,0.767,0.007
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.160,-0.315,1.427,0.253,-1.486,1.427,0.879,0.785,0.008
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.168,-0.316,1.427,0.254,-1.486,1.427,0.879,0.797,0.008
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.176,-0.315,1.426,0.254,-1.485,1.426,0.879,1.244,0.007
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.183,-0.317,1.428,0.256,-1.487,1.428,0.881,0.817,0.008
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.191,-0.316,1.427,0.255,-1.486,1.427,0.880,1.225,0.007
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.197,-0.316,1.427,0.256,-1.486,1.427,0.881,0.954,0.007
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.205,-0.316,1.427,0.256,-1.486,1.427,0.881,0.843,0.007
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.212,-0.316,1.427,0.256,-1.486,1.427,0.881,0.780,0.007
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.221,-0.317,1.427,0.256,-1.486,1.427,0.881,0.778,0.007
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.229,-0.317,1.427,0.256,-1.486,1.427,0.881,1.148,0.007
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.237,-0.317,1.427,0.256,-1.486,1.427,0.881,1.162,0.007
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.245,-0.316,1.427,0.256,-1.486,1.427,0.881,1.178,0.007
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.255,-0.316,1.427,0.256,-1.486,1.427,0.880,1.148,0.007
4,NAVIFIELD,M_2,0,4,Path_NP2_1_2_1_C_Sym,0,4,5,3,2,2,0,0.263,-0.316,1.427,0.255,-1.486,1.427,0.880,1.117,0.007
