UserID, Technique, M_FACTOR, TRAVEL_PATH_LENGHT(2/4), PARAF_POSITION(0-5), HEAD, TAIL, PARAF_X, PARAF_Y, PARAF_Z, _TIME,  _R_HEAD_X, _R_HEAD_Y, _R_HEAD_Z, _V_HEAD_X, _V_HEAD_Y, _V_HEAD_Z, _CUR_M_FACTOR, _CUR_ANGLE_ERROR, _CUR_POS_ERROR
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.096,-0.815,1.519,0.369,-1.613,1.519,0.735,2.000,0.454,42.161,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.105,-0.817,1.519,0.370,-1.617,1.519,0.737,2.000,0.451,42.262,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.113,-0.819,1.518,0.372,-1.621,1.518,0.740,2.000,0.448,42.302,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.121,-0.821,1.518,0.373,-1.625,1.518,0.743,2.000,0.446,42.284,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.129,-0.823,1.517,0.375,-1.628,1.517,0.746,2.000,0.443,42.268,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.138,-0.824,1.517,0.376,-1.632,1.517,0.749,2.000,0.440,42.207,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.146,-0.826,1.516,0.378,-1.635,1.516,0.752,2.000,0.438,42.193,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.154,-0.827,1.516,0.379,-1.638,1.516,0.755,2.000,0.435,42.183,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.163,-0.829,1.515,0.381,-1.640,1.515,0.759,2.000,0.433,42.202,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.175,-0.830,1.515,0.383,-1.642,1.515,0.762,2.000,0.430,42.266,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.180,-0.831,1.515,0.384,-1.644,1.515,0.765,2.000,0.428,42.391,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.188,-0.832,1.514,0.385,-1.646,1.514,0.767,2.000,0.425,42.531,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.196,-0.832,1.514,0.387,-1.648,1.514,0.770,2.000,0.423,42.680,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.205,-0.833,1.513,0.388,-1.649,1.513,0.773,2.000,0.421,42.850,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.213,-0.834,1.513,0.389,-1.650,1.513,0.775,2.000,0.419,42.974,
0,HOMOGENEOUS,M_2,4,4,COARSE,TIGHT,-2.090,1.395,1.207,616.221,-0.834,1.512,0.391,-1.651,1.512,0.778,2.000,0.417,43.084,
