UserID, Technique, M_FACTOR, TRAVEL_PATH_LENGHT(2/4), PARAF_POSITION(0-5), HEAD, TAIL, PARAF_X, PARAF_Y, PARAF_Z, _TIME,  _R_HEAD_X, _R_HEAD_Y, _R_HEAD_Z, _V_HEAD_X, _V_HEAD_Y, _V_HEAD_Z, _CUR_M_FACTOR, _CUR_ANGLE_ERROR, _CUR_POS_ERROR
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.220,-0.023,1.594,-0.999,0.005,1.594,-7.705,1.000,0.192,1.494,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.227,-0.023,1.594,-1.000,0.004,1.594,-7.707,1.000,0.190,1.450,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.235,-0.023,1.594,-1.002,0.004,1.594,-7.709,1.000,0.188,1.408,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.243,-0.024,1.594,-1.003,0.004,1.594,-7.710,1.000,0.187,1.351,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.252,-0.024,1.593,-1.005,0.004,1.593,-7.712,1.000,0.185,1.292,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.261,-0.024,1.593,-1.006,0.004,1.593,-7.714,1.000,0.184,1.212,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.269,-0.024,1.593,-1.007,0.004,1.593,-7.716,1.000,0.182,1.109,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.277,-0.024,1.593,-1.009,0.003,1.593,-7.718,1.000,0.181,1.025,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.285,-0.025,1.592,-1.010,0.003,1.592,-7.719,1.000,0.179,0.968,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.294,-0.025,1.592,-1.012,0.003,1.592,-7.721,1.000,0.178,0.945,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.302,-0.025,1.592,-1.013,0.003,1.592,-7.723,1.000,0.176,0.948,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.311,-0.025,1.591,-1.014,0.003,1.591,-7.724,1.000,0.175,0.972,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.320,-0.025,1.591,-1.016,0.003,1.591,-7.726,1.000,0.174,1.013,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.329,-0.025,1.591,-1.017,0.003,1.591,-7.727,1.000,0.173,1.088,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.336,-0.025,1.590,-1.018,0.003,1.590,-7.728,1.000,0.172,1.144,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.344,-0.025,1.590,-1.019,0.002,1.590,-7.730,1.000,0.171,1.154,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.353,-0.026,1.590,-1.021,0.002,1.590,-7.731,1.000,0.170,1.103,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.361,-0.026,1.590,-1.022,0.002,1.590,-7.732,1.000,0.169,1.004,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.371,-0.026,1.589,-1.023,0.002,1.589,-7.734,1.000,0.168,0.930,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.378,-0.026,1.589,-1.024,0.002,1.589,-7.735,1.000,0.167,0.859,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.386,-0.026,1.589,-1.026,0.002,1.589,-7.736,1.000,0.166,0.824,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.394,-0.026,1.589,-1.027,0.002,1.589,-7.737,1.000,0.165,0.825,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.403,-0.026,1.589,-1.028,0.002,1.589,-7.739,1.000,0.164,0.836,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.411,-0.026,1.589,-1.029,0.002,1.589,-7.739,1.000,0.163,0.838,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.419,-0.026,1.589,-1.030,0.002,1.589,-7.741,1.000,0.162,0.813,
4,HOMOGENEOUS,M_8,2,0,TIGHT,TIGHT,0.000,1.440,-8.320,125.428,-0.026,1.589,-1.031,0.002,1.589,-7.742,1.000,0.161,0.761,
