UserID, Technique, M_FACTOR, M_FACTOR_applied, PATH_LENGTH, PATH_ID, FLAG1, FLAG2, FLAG3, FLAG4, FLAG5, RANDOM_F_OFFSET, _CUR_FLAG ,_TIME,  _R_HEAD_X, _R_HEAD_Y, _R_HEAD_Z, _V_HEAD_X, _V_HEAD_Y, _V_HEAD_Z, _CUR_M_FACTOR, _CUR_DEVIATION
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.008,-0.607,1.474,0.302,-6.709,1.474,3.800,1.000,0.003
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.017,-0.608,1.473,0.302,-6.713,1.473,3.801,1.000,0.006
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.025,-0.610,1.472,0.302,-6.717,1.472,3.802,1.000,0.009
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.033,-0.612,1.471,0.303,-6.721,1.471,3.803,1.000,0.011
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.042,-0.613,1.469,0.303,-6.724,1.469,3.805,1.000,0.014
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.050,-0.615,1.468,0.303,-6.728,1.468,3.806,1.000,0.017
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.059,-0.616,1.467,0.304,-6.732,1.467,3.808,1.000,0.019
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.067,-0.618,1.465,0.304,-6.736,1.465,3.809,1.000,0.022
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.076,-0.620,1.464,0.305,-6.740,1.464,3.811,1.000,0.025
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.084,-0.621,1.462,0.306,-6.744,1.462,3.813,1.000,0.027
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.092,-0.623,1.461,0.306,-6.747,1.461,3.815,1.000,0.029
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.100,-0.624,1.460,0.307,-6.751,1.460,3.817,1.000,0.031
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.109,-0.625,1.458,0.308,-6.753,1.458,3.818,1.000,0.033
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.117,-0.626,1.457,0.308,-6.756,1.457,3.820,1.000,0.034
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.125,-0.627,1.455,0.309,-6.759,1.455,3.821,1.000,0.036
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.134,-0.628,1.454,0.309,-6.761,1.454,3.823,1.000,0.037
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.142,-0.629,1.453,0.310,-6.763,1.453,3.824,1.000,0.038
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.151,-0.630,1.452,0.310,-6.765,1.452,3.825,1.000,0.039
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.159,-0.631,1.451,0.311,-6.767,1.451,3.827,1.000,0.040
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.168,-0.631,1.450,0.311,-6.768,1.450,3.828,1.000,0.041
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.176,-0.632,1.449,0.312,-6.769,1.449,3.829,1.000,0.041
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.184,-0.632,1.448,0.312,-6.769,1.448,3.829,1.000,0.041
4,HOMOGENEOUS,M_8,0,2,Path_NP2_1_A_Sym,0,4,5, -1, -1,2,0,0.193,-0.632,1.448,0.312,-6.770,1.448,3.830,1.000,0.041
