UserID, Technique, M_FACTOR, TRAVEL_PATH_LENGHT(2/4), PARAF_POSITION(0-5), HEAD, TAIL, PARAF_X, PARAF_Y, PARAF_Z, _TIME,  _R_HEAD_X, _R_HEAD_Y, _R_HEAD_Z, _V_HEAD_X, _V_HEAD_Y, _V_HEAD_Z, _CUR_M_FACTOR, _CUR_ANGLE_ERROR, _CUR_POS_ERROR
0,HOMOGENEOUS,M_NONE,4,4,COARSE,TIGHT,0.000,1.395,1.413,961.557,0.045,1.522,0.714,0.045,1.522,0.714,1.000,0.405,39.965,
0,HOMOGENEOUS,M_NONE,4,4,COARSE,TIGHT,0.000,1.395,1.413,961.565,0.045,1.522,0.718,0.045,1.522,0.718,1.000,0.403,40.177,
0,HOMOGENEOUS,M_NONE,4,4,COARSE,TIGHT,0.000,1.395,1.413,961.574,0.044,1.521,0.722,0.044,1.521,0.722,1.000,0.400,40.409,
0,HOMOGENEOUS,M_NONE,4,4,COARSE,TIGHT,0.000,1.395,1.413,961.581,0.044,1.521,0.725,0.044,1.521,0.725,1.000,0.397,40.611,
0,HOMOGENEOUS,M_NONE,4,4,COARSE,TIGHT,0.000,1.395,1.413,961.591,0.043,1.520,0.728,0.043,1.520,0.728,1.000,0.395,40.795,
0,HOMOGENEOUS,M_NONE,4,4,COARSE,TIGHT,0.000,1.395,1.413,961.598,0.043,1.519,0.732,0.043,1.519,0.732,1.000,0.393,40.980,
0,HOMOGENEOUS,M_NONE,4,4,COARSE,TIGHT,0.000,1.395,1.413,961.607,0.042,1.519,0.735,0.042,1.519,0.735,1.000,0.390,41.145,
0,HOMOGENEOUS,M_NONE,4,4,COARSE,TIGHT,0.000,1.395,1.413,961.615,0.042,1.518,0.738,0.042,1.518,0.738,1.000,0.388,41.339,
0,HOMOGENEOUS,M_NONE,4,4,COARSE,TIGHT,0.000,1.395,1.413,961.624,0.041,1.517,0.741,0.041,1.517,0.741,1.000,0.386,41.546,
0,HOMOGENEOUS,M_NONE,4,4,COARSE,TIGHT,0.000,1.395,1.413,961.633,0.040,1.517,0.743,0.040,1.517,0.743,1.000,0.384,41.788,
0,HOMOGENEOUS,M_NONE,4,4,COARSE,TIGHT,0.000,1.395,1.413,961.641,0.040,1.516,0.746,0.040,1.516,0.746,1.000,0.382,42.066,
0,HOMOGENEOUS,M_NONE,4,4,COARSE,TIGHT,0.000,1.395,1.413,961.649,0.039,1.516,0.748,0.039,1.516,0.748,1.000,0.381,42.353,
0,HOMOGENEOUS,M_NONE,4,4,COARSE,TIGHT,0.000,1.395,1.413,961.657,0.038,1.515,0.750,0.038,1.515,0.750,1.000,0.379,42.661,
0,HOMOGENEOUS,M_NONE,4,4,COARSE,TIGHT,0.000,1.395,1.413,961.666,0.038,1.515,0.752,0.038,1.515,0.752,1.000,0.378,42.969,
