UserID, Technique, M_FACTOR, M_FACTOR_applied, PATH_LENGTH, PATH_ID, FLAG1, FLAG2, FLAG3, FLAG4, FLAG5, RANDOM_F_OFFSET, _CUR_FLAG ,_TIME,  _R_HEAD_X, _R_HEAD_Y, _R_HEAD_Z, _V_HEAD_X, _V_HEAD_Y, _V_HEAD_Z, _CUR_M_FACTOR, _CUR_DEVIATION
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.007,0.022,1.126,0.359,0.054,1.126,1.722,-1.000,0.009
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.016,0.021,1.125,0.362,0.050,1.125,1.732,-1.000,0.017
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.023,0.020,1.124,0.366,0.047,1.124,1.742,-1.000,0.025
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.033,0.019,1.123,0.369,0.044,1.123,1.751,-1.000,0.033
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.040,0.018,1.121,0.373,0.042,1.121,1.760,-1.000,0.040
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.049,0.017,1.120,0.376,0.039,1.120,1.769,-1.000,0.047
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.058,0.016,1.119,0.379,0.037,1.119,1.778,-1.000,0.054
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.065,0.015,1.118,0.383,0.035,1.118,1.786,-1.000,0.060
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.073,0.014,1.117,0.386,0.032,1.117,1.794,-1.000,0.066
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.082,0.013,1.115,0.388,0.031,1.115,1.800,-1.000,0.071
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.092,0.013,1.114,0.391,0.028,1.114,1.808,-1.000,0.077
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.099,0.012,1.113,0.394,0.027,1.113,1.814,-1.000,0.082
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.109,0.011,1.112,0.397,0.025,1.112,1.821,-1.000,0.087
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.116,0.010,1.111,0.400,0.023,1.111,1.827,-1.000,0.092
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.125,0.010,1.110,0.402,0.021,1.110,1.833,-1.000,0.097
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.132,0.009,1.109,0.405,0.020,1.109,1.839,-1.000,0.101
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.140,0.008,1.108,0.407,0.018,1.108,1.844,-1.000,0.105
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.149,0.008,1.106,0.410,0.017,1.106,1.850,-1.000,0.110
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.158,0.007,1.105,0.412,0.016,1.105,1.854,-1.000,0.113
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.166,0.006,1.104,0.414,0.014,1.104,1.859,-1.000,0.117
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.174,0.006,1.103,0.416,0.013,1.103,1.863,-1.000,0.120
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.182,0.005,1.102,0.418,0.012,1.102,1.867,-1.000,0.123
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.192,0.005,1.101,0.419,0.011,1.101,1.870,-1.000,0.126
4,HOMOGENEOUS,M_2,0,4,Path_NP2_1_2_1_D_Sym,0,4,5,3,4,3,1,0.201,0.004,1.100,0.421,0.010,1.100,1.873,-1.000,0.128
